BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;14425;-1;<p:>;;;;;;;;;;
14426;5732;0;z;;Sonne;z O n @;;;;;;;
20159;4850;0;O;;Sonne;z O n @;;;;;;;
25010;3968;0;n;;Sonne;z O n @;;;;;;;
28979;10142;0;@;;Sonne;z O n @;;;;;;;
39122;28664;-1;<p:>;;;;;;;;;;
67787;7055;1;z;;Säure;z OY r @;;;;;;;
74843;7496;1;OY;;Säure;z OY r @;;;;;;;
82340;8378;1;r;;Säure;z OY r @;;;;;;;
90719;9701;1;@;;Säure;z OY r @;;;;;;;
100421;30869;-1;<p:>;;;;;;;;;;
131291;1322;2;z;;Seele;z e: l @;;;;;;;
132614;8378;2;e:;;Seele;z e: l @;;;;;;;
140993;4409;2;l;;Seele;z e: l @;;;;;;;
145403;9701;2;@;;Seele;z e: l @;;;;;;;
155105;30428;-1;<p:>;;;;;;;;;;
185534;8819;3;z;;Säule;z OY l @;;;;;;;
194354;6173;3;OY;;Säule;z OY l @;;;;;;;
200528;7937;3;l;;Säule;z OY l @;;;;;;;
208466;7937;3;@;;Säule;z OY l @;;;;;;;
216404;33956;-1;<p:>;;;;;;;;;;
250361;1322;4;z;;Salz;z a l ts;;;;;;;
251684;4850;4;a;;Salz;z a l ts;;;;;;;
256535;8378;4;l;;Salz;z a l ts;;;;;;;
264914;9260;4;ts;;Salz;z a l ts;;;;;;;
274175;35279;-1;<p:>;;;;;;;;;;
309455;3527;5;z;;Samen;z a: m @ n;;;;;;;
312983;10583;5;a:;;Samen;z a: m @ n;;;;;;;
323567;3968;5;m;;Samen;z a: m @ n;;;;;;;
327536;3968;5;@;;Samen;z a: m @ n;;;;;;;
331505;7496;5;n;;Samen;z a: m @ n;;;;;;;
339002;33074;-1;<p:>;;;;;;;;;;
372077;7496;6;z;;Singen;z I N @ n;;;;;;;
379574;3968;6;I;;Singen;z I N @ n;;;;;;;
383543;5291;6;N;;Singen;z I N @ n;;;;;;;
388835;5291;6;@;;Singen;z I N @ n;;;;;;;
394127;12347;6;n;;Singen;z I N @ n;;;;;;;
406475;39689;-1;<p:>;;;;;;;;;;
446165;1763;7;z;;Sicht;z I C t;;;;;;;
447929;3968;7;I;;Sicht;z I C t;;;;;;;
451898;8378;7;C;;Sicht;z I C t;;;;;;;
460277;10583;7;t;;Sicht;z I C t;;;;;;;
470861;35279;-1;<p:>;;;;;;;;;;
506141;1322;8;z;;Sicher;z I C 6;;;;;;;
507464;3086;8;I;;Sicher;z I C 6;;;;;;;
510551;7937;8;C;;Sicher;z I C 6;;;;;;;
518489;10142;8;6;;Sicher;z I C 6;;;;;;;
528632;36602;-1;<p:>;;;;;;;;;;
565235;1322;9;z;;Sammlung;z a m l U N;;;;;;;
566558;5732;9;a;;Sammlung;z a m l U N;;;;;;;
572291;5291;9;m;;Sammlung;z a m l U N;;;;;;;
577583;3527;9;l;;Sammlung;z a m l U N;;;;;;;
581111;4850;9;U;;Sammlung;z a m l U N;;;;;;;
585962;8819;9;N;;Sammlung;z a m l U N;;;;;;;
594782;29546;-1;<p:>;;;;;;;;;;
624329;1322;10;z;;Sekunde;z e k U n d @;;;;;;;
625652;2645;10;e;;Sekunde;z e k U n d @;;;;;;;
628298;7937;10;k;;Sekunde;z e k U n d @;;;;;;;
636236;2645;10;U;;Sekunde;z e k U n d @;;;;;;;
638882;5732;10;n;;Sekunde;z e k U n d @;;;;;;;
644615;1322;10;d;;Sekunde;z e k U n d @;;;;;;;
645938;7055;10;@;;Sekunde;z e k U n d @;;;;;;;
652994;63503;-1;<p:>;;;;;;;;;;
716498;7055;11;?;;Essen;? E s @ n;;;;;;;
723554;5291;11;E;;Essen;? E s @ n;;;;;;;
728846;3527;11;s;;Essen;? E s @ n;;;;;;;
732374;1322;11;@;;Essen;? E s @ n;;;;;;;
733697;15875;11;n;;Essen;? E s @ n;;;;;;;
749573;25136;-1;<p:>;;;;;;;;;;
774710;3527;12;l;;Lesen;l e: z @ n;;;;;;;
778238;11465;12;e:;;Lesen;l e: z @ n;;;;;;;
789704;5291;12;z;;Lesen;l e: z @ n;;;;;;;
794996;4409;12;@;;Lesen;l e: z @ n;;;;;;;
799406;7496;12;n;;Lesen;l e: z @ n;;;;;;;
806903;30869;-1;<p:>;;;;;;;;;;
837773;4850;13;r;;Rasen;r a: z @ n;;;;;;;
842624;12788;13;a:;;Rasen;r a: z @ n;;;;;;;
855413;3968;13;z;;Rasen;r a: z @ n;;;;;;;
859382;13229;13;n;;Rasen;r a: z @ n;;;;;;;
872612;34397;-1;<p:>;;;;;;;;;;
907010;6614;14;r;;Rosen;r o: z @ n;;;;;;;
913625;10142;14;o:;;Rosen;r o: z @ n;;;;;;;
923768;2645;14;z;;Rosen;r o: z @ n;;;;;;;
926414;12788;14;@;;Rosen;r o: z @ n;;;;;;;
939203;1322;14;n;;Rosen;r o: z @ n;;;;;;;
940526;33074;-1;<p:>;;;;;;;;;;
973601;4409;15;v;;Wissen;v I s @ n;;;;;;;
978011;4409;15;I;;Wissen;v I s @ n;;;;;;;
982421;6614;15;s;;Wissen;v I s @ n;;;;;;;
989036;3968;15;@;;Wissen;v I s @ n;;;;;;;
993005;7937;15;n;;Wissen;v I s @ n;;;;;;;
1000943;33074;-1;<p:>;;;;;;;;;;
1034018;5291;16;f;;Fressen;f r E s @ n;;;;;;;
1039310;3527;16;r;;Fressen;f r E s @ n;;;;;;;
1042838;5732;16;E;;Fressen;f r E s @ n;;;;;;;
1048571;3968;16;s;;Fressen;f r E s @ n;;;;;;;
1052540;1763;16;@;;Fressen;f r E s @ n;;;;;;;
1054304;12347;16;n;;Fressen;f r E s @ n;;;;;;;
1066652;40130;-1;<p:>;;;;;;;;;;
1106783;9701;17;S;;Schießen;S i: s @ n;;;;;;;
1116485;9260;17;i:;;Schießen;S i: s @ n;;;;;;;
1125746;1322;17;s;;Schießen;S i: s @ n;;;;;;;
1127069;13670;17;@;;Schießen;S i: s @ n;;;;;;;
1140740;1322;17;n;;Schießen;S i: s @ n;;;;;;;
1142063;37484;-1;<p:>;;;;;;;;;;
1179548;4850;18;f;;Fließen;f l i: s @ n;;;;;;;
1184399;3968;18;l;;Fließen;f l i: s @ n;;;;;;;
1188368;8819;18;i:;;Fließen;f l i: s @ n;;;;;;;
1197188;3968;18;s;;Fließen;f l i: s @ n;;;;;;;
1201157;16757;18;n;;Fließen;f l i: s @ n;;;;;;;
1217915;26900;-1;<p:>;;;;;;;;;;
1244816;5732;19;r;;Reisen;r aI z @ n;;;;;;;
1250549;9701;19;aI;;Reisen;r aI z @ n;;;;;;;
1260251;3086;19;z;;Reisen;r aI z @ n;;;;;;;
