BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;8251;-1;<p:>;;;;;;;;;;
8252;11024;0;z;;Sonne;z O n @;;;;;;;
19277;5291;0;O;;Sonne;z O n @;;;;;;;
24569;3968;0;n;;Sonne;z O n @;;;;;;;
28538;10142;0;@;;Sonne;z O n @;;;;;;;
38681;18521;-1;<p:>;;;;;;;;;;
57203;10142;1;z;;Säure;z OY r @;;;;;;;
67346;8378;1;OY;;Säure;z OY r @;;;;;;;
75725;1322;1;r;;Säure;z OY r @;;;;;;;
77048;15434;1;@;;Säure;z OY r @;;;;;;;
92483;18080;-1;<p:>;;;;;;;;;;
110564;11465;2;z;;Seele;z e: l @;;;;;;;
122030;11465;2;e:;;Seele;z e: l @;;;;;;;
133496;3527;2;l;;Seele;z e: l @;;;;;;;
137024;7937;2;@;;Seele;z e: l @;;;;;;;
144962;18521;-1;<p:>;;;;;;;;;;
163484;10583;3;z;;Säule;z OY l @;;;;;;;
174068;8378;3;OY;;Säule;z OY l @;;;;;;;
182447;8378;3;l;;Säule;z OY l @;;;;;;;
190826;7937;3;@;;Säule;z OY l @;;;;;;;
198764;16316;-1;<p:>;;;;;;;;;;
215081;10583;4;s;;Salz;z a l ts;;;;;;;
225665;4409;4;a;;Salz;z a l ts;;;;;;;
230075;9260;4;l;;Salz;z a l ts;;;;;;;
239336;14111;4;ts;;Salz;z a l ts;;;;;;;
253448;16316;-1;<p:>;;;;;;;;;;
269765;10583;5;z;;Samen;z a: m @ n;;;;;;;
280349;12347;5;a:;;Samen;z a: m @ n;;;;;;;
292697;4409;5;m;;Samen;z a: m @ n;;;;;;;
297107;3086;5;@;;Samen;z a: m @ n;;;;;;;
300194;8378;5;n;;Samen;z a: m @ n;;;;;;;
308573;8819;-1;<p:>;;;;;;;;;;
317393;13670;6;s;;Singen;z I N @ n;;;;;;;
331064;3086;6;I;;Singen;z I N @ n;;;;;;;
334151;3086;6;N;;Singen;z I N @ n;;;;;;;
337238;6173;6;@;;Singen;z I N @ n;;;;;;;
343412;7496;6;n;;Singen;z I N @ n;;;;;;;
350909;14552;-1;<p:>;;;;;;;;;;
365462;9260;7;s;;Sicht;z I C t;;;;;;;
374723;4409;7;I;;Sicht;z I C t;;;;;;;
379133;8378;7;C;;Sicht;z I C t;;;;;;;
387512;9260;7;t;;Sicht;z I C t;;;;;;;
396773;21167;-1;<p:>;;;;;;;;;;
417941;10142;8;s;;Sicher;z I C 6;;;;;;;
428084;2645;8;I;;Sicher;z I C 6;;;;;;;
430730;5732;8;C;;Sicher;z I C 6;;;;;;;
436463;8819;8;6;;Sicher;z I C 6;;;;;;;
445283;20285;-1;<p:>;;;;;;;;;;
465569;13229;9;s;;Sammlung;z a m l U N;;;;;;;
478799;5291;9;a;;Sammlung;z a m l U N;;;;;;;
484091;1322;9;m;;Sammlung;z a m l U N;;;;;;;
485414;7496;9;l;;Sammlung;z a m l U N;;;;;;;
492911;4409;9;U;;Sammlung;z a m l U N;;;;;;;
497321;7055;9;N;;Sammlung;z a m l U N;;;;;;;
504377;12788;-1;<p:>;;;;;;;;;;
517166;6173;10;z;;Sekunde;z e k U n d @;;;;;;;
523340;5732;10;e;;Sekunde;z e k U n d @;;;;;;;
529073;2645;10;k;;Sekunde;z e k U n d @;;;;;;;
531719;6614;10;U;;Sekunde;z e k U n d @;;;;;;;
538334;7055;10;n;;Sekunde;z e k U n d @;;;;;;;
545390;1322;10;d;;Sekunde;z e k U n d @;;;;;;;
546713;4409;10;@;;Sekunde;z e k U n d @;;;;;;;
551123;62621;-1;<p:>;;;;;;;;;;
613745;7055;11;?;;Essen;? E s @ n;;;;;;;
620801;4409;11;E;;Essen;? E s @ n;;;;;;;
625211;9260;11;s;;Essen;? E s @ n;;;;;;;
634472;4850;11;@;;Essen;? E s @ n;;;;;;;
639323;9701;11;n;;Essen;? E s @ n;;;;;;;
649025;7055;-1;<p:>;;;;;;;;;;
656081;6614;12;l;;Lesen;l e: z @ n;;;;;;;
662696;13229;12;e:;;Lesen;l e: z @ n;;;;;;;
675926;7496;12;z;;Lesen;l e: z @ n;;;;;;;
683423;4409;12;@;;Lesen;l e: z @ n;;;;;;;
687833;8378;12;n;;Lesen;l e: z @ n;;;;;;;
696212;7937;-1;<p:>;;;;;;;;;;
704150;4850;13;r;;Rasen;r a: z @ n;;;;;;;
709001;17639;13;a:;;Rasen;r a: z @ n;;;;;;;
726641;6614;13;z;;Rasen;r a: z @ n;;;;;;;
733256;3968;13;@;;Rasen;r a: z @ n;;;;;;;
737225;7937;13;n;;Rasen;r a: z @ n;;;;;;;
745163;5291;-1;<p:>;;;;;;;;;;
750455;7055;14;r;;Rosen;r o: z @ n;;;;;;;
757511;14552;14;o:;;Rosen;r o: z @ n;;;;;;;
772064;5732;14;z;;Rosen;r o: z @ n;;;;;;;
777797;5732;14;@;;Rosen;r o: z @ n;;;;;;;
783530;5291;14;n;;Rosen;r o: z @ n;;;;;;;
788822;13670;-1;<p:>;;;;;;;;;;
802493;4409;15;v;;Wissen;v I s @ n;;;;;;;
806903;2645;15;I;;Wissen;v I s @ n;;;;;;;
809549;7496;15;s;;Wissen;v I s @ n;;;;;;;
817046;3527;15;@;;Wissen;v I s @ n;;;;;;;
820574;6614;15;n;;Wissen;v I s @ n;;;;;;;
827189;16757;-1;<p:>;;;;;;;;;;
843947;5732;16;f;;Fressen;f r E s @ n;;;;;;;
849680;2645;16;r;;Fressen;f r E s @ n;;;;;;;
852326;5291;16;E;;Fressen;f r E s @ n;;;;;;;
857618;6173;16;s;;Fressen;f r E s @ n;;;;;;;
863792;4409;16;@;;Fressen;f r E s @ n;;;;;;;
868202;7496;16;n;;Fressen;f r E s @ n;;;;;;;
875699;19403;-1;<p:>;;;;;;;;;;
895103;9701;17;S;;Schießen;S i: s @ n;;;;;;;
904805;10583;17;i:;;Schießen;S i: s @ n;;;;;;;
915389;7937;17;s;;Schießen;S i: s @ n;;;;;;;
923327;5732;17;n;;Schießen;S i: s @ n;;;;;;;
929060;14552;-1;<p:>;;;;;;;;;;
943613;5291;18;f;;Fließen;f l i: s @ n;;;;;;;
948905;1322;18;l;;Fließen;f l i: s @ n;;;;;;;
950228;12347;18;i:;;Fließen;f l i: s @ n;;;;;;;
962576;5732;18;s;;Fließen;f l i: s @ n;;;;;;;
968309;4850;18;@;;Fließen;f l i: s @ n;;;;;;;
973160;1763;18;n;;Fließen;f l i: s @ n;;;;;;;
974924;14111;-1;<p:>;;;;;;;;;;
989036;1763;19;r;;Reisen;r aI z @ n;;;;;;;
990800;14111;19;aI;;Reisen;r aI z @ n;;;;;;;
1004912;6173;19;z;;Reisen;r aI z @ n;;;;;;;
1011086;3086;19;@;;Reisen;r aI z @ n;;;;;;;
1014173;1763;19;n;;Reisen;r aI z @ n;;;;;;;
1015937;71000;-1;<p:>;;;;;;;;;;
1086938;1322;20;b;;Bus;b U s;;;;;;;
1088261;6173;20;U;;Bus;b U s;;;;;;;
1094435;14993;20;s;;Bus;b U s;;;;;;;
1109429;18080;-1;<p:>;;;;;;;;;;
1127510;7055;21;n;;Nass;n a s;;;;;;;
1134566;4850;21;a;;Nass;n a s;;;;;;;
1139417;14552;21;s;;Nass;n a s;;;;;;;
1153970;15875;-1;<p:>;;;;;;;;;;
1169846;7937;22;S;;Schluss;S l U s;;;;;;;
1177784;3527;22;l;;Schluss;S l U s;;;;;;;
1181312;5732;22;U;;Schluss;S l U s;;;;;;;
1187045;14552;22;s;;Schluss;S l U s;;;;;;;
1201598;20285;-1;<p:>;;;;;;;;;;
1221884;3968;23;k;;Kuss;k U s;;;;;;;
1225853;3968;23;U;;Kuss;k U s;;;;;;;
1229822;14111;23;s;;Kuss;k U s;;;;;;;
1243934;24254;-1;<p:>;;;;;;;;;;
1268189;6173;24;m;;Mist;m I s t;;;;;;;
1274363;4850;24;I;;Mist;m I s t;;;;;;;
1279214;8819;24;s;;Mist;m I s t;;;;;;;
1288034;6173;24;t;;Mist;m I s t;;;;;;;
1294208;28664;-1;<p:>;;;;;;;;;;
1322873;7055;25;f;;Fass;f a s;;;;;;;
1329929;4850;25;a;;Fass;f a s;;;;;;;
1334780;14552;25;s;;Fass;f a s;;;;;;;
1349333;22049;-1;<p:>;;;;;;;;;;
1371383;3968;26;g;;Glas;g l a: s;;;;;;;
1375352;2645;26;l;;Glas;g l a: s;;;;;;;
1377998;15434;26;a:;;Glas;g l a: s;;;;;;;
1393433;11024;26;s;;Glas;g l a: s;;;;;;;
1404458;19403;-1;<p:>;;;;;;;;;;
1423862;7937;27;S;;Stuss;S t u: s;;;;;;;
1431800;7055;27;t;;Stuss;S t u: s;;;;;;;
1438856;2645;27;u:;;Stuss;S t u: s;;;;;;;
1441502;13670;27;s;;Stuss;S t u: s;;;;;;;
1455173;16757;-1;<p:>;;;;;;;;;;
1471931;1322;28;g;;Genuss;g @ n U s;;;;;;;
1473254;2204;28;@;;Genuss;g @ n U s;;;;;;;
1475459;1763;28;n;;Genuss;g @ n U s;;;;;;;
1477223;4409;28;U;;Genuss;g @ n U s;;;;;;;
1481633;9701;28;s;;Genuss;g @ n U s;;;;;;;
1491335;24254;-1;<p:>;;;;;;;;;;
1515590;9260;29;ts;;Zug;ts u: k;;;;;;;
1524851;10583;29;u:;;Zug;ts u: k;;;;;;;
1535435;4409;29;k;;Zug;ts u: k;;;;;;;
1539845;24695;-1;<p:>;;;;;;;;;;
1564541;3086;30;h;;Hexe;h E k s @;;;;;;;
1567628;3086;30;E;;Hexe;h E k s @;;;;;;;
1570715;5291;30;k;;Hexe;h E k s @;;;;;;;
1576007;6614;30;s;;Hexe;h E k s @;;;;;;;
1582622;7055;30;@;;Hexe;h E k s @;;;;;;;
1589678;26018;-1;<p:>;;;;;;;;;;
1615697;4850;31;k;;Katze;k a t s @;;;;;;;
1620548;6614;31;a;;Katze;k a t s @;;;;;;;
1627163;1322;31;t;;Katze;k a t s @;;;;;;;
1628486;7055;31;s;;Katze;k a t s @;;;;;;;
1635542;7055;31;@;;Katze;k a t s @;;;;;;;
1642598;19403;-1;<p:>;;;;;;;;;;
1662002;11024;32;S;;Scherz;S E 6 ts;;;;;;;
1673027;3968;32;E;;Scherz;S E 6 ts;;;;;;;
1676996;15875;32;6;;Scherz;S E 6 ts;;;;;;;
1692872;12347;32;ts;;Scherz;S E 6 ts;;;;;;;
1705220;26900;-1;<p:>;;;;;;;;;;
1732121;9701;33;ts;;Zahn;ts a: n;;;;;;;
1741823;17198;33;a:;;Zahn;ts a: n;;;;;;;
1759022;6173;33;n;;Zahn;ts a: n;;;;;;;
1765196;17198;-1;<p:>;;;;;;;;;;
1782395;3086;34;k;;Xylophon;k s y l o f o: n;;;;;;;
1785482;7937;34;s;;Xylophon;k s y l o f o: n;;;;;;;
1793420;3086;34;y;;Xylophon;k s y l o f o: n;;;;;;;
1796507;2204;34;l;;Xylophon;k s y l o f o: n;;;;;;;
1798712;4409;34;o;;Xylophon;k s y l o f o: n;;;;;;;
1803122;4850;34;f;;Xylophon;k s y l o f o: n;;;;;;;
1807973;5291;34;o:;;Xylophon;k s y l o f o: n;;;;;;;
1813265;2204;34;n;;Xylophon;k s y l o f o: n;;;;;;;
1815470;50714;-1;<p:>;;;;;;;;;;
1866185;1322;35;I;;Ich;? I C;;;;;;;
1867508;32192;35;j;;Ich;? I C;;;;;;;
1899701;2204;36;?;;esse;? E s @;;;;;;;
1901906;3968;36;E;;esse;? E s @;;;;;;;
1905875;5291;36;s;;esse;? E s @;;;;;;;
1911167;2645;36;@;;esse;? E s @;;;;;;;
1913813;4850;37;g;;gern;g E 6 n;;;;;;;
1918664;1322;37;E;;gern;g E 6 n;;;;;;;
1919987;7496;37;6;;gern;g E 6 n;;;;;;;
1927484;4850;37;n;;gern;g E 6 n;;;;;;;
1932335;5732;38;f;;frisches;f r I S @ s;;;;;;;
1938068;2645;38;r;;frisches;f r I S @ s;;;;;;;
1940714;2204;38;I;;frisches;f r I S @ s;;;;;;;
1942919;4850;38;S;;frisches;f r I S @ s;;;;;;;
1947770;2645;38;@;;frisches;f r I S @ s;;;;;;;
1950416;7055;38;s;;frisches;f r I S @ s;;;;;;;
1957472;3527;39;g;;Gemüse;g @ m y: z @;;;;;;;
1961000;1763;39;@;;Gemüse;g @ m y: z @;;;;;;;
1962764;4850;39;m;;Gemüse;g @ m y: z @;;;;;;;
1967615;8819;39;y:;;Gemüse;g @ m y: z @;;;;;;;
1976435;5732;39;z;;Gemüse;g @ m y: z @;;;;;;;
1982168;4409;39;@;;Gemüse;g @ m y: z @;;;;;;;
1986578;39689;-1;<p:>;;;;;;;;;;
2026268;1763;40;d;;Die;d i:;;;;;;;
2028032;7055;40;i:;;Die;d i:;;;;;;;
2035088;3968;41;r;;Rosen;r o: z @ n;;;;;;;
2039057;14111;41;o:;;Rosen;r o: z @ n;;;;;;;
2053169;5291;41;z;;Rosen;r o: z @ n;;;;;;;
2058461;3086;41;@;;Rosen;r o: z @ n;;;;;;;
2061548;5291;41;n;;Rosen;r o: z @ n;;;;;;;
2066840;5291;42;b;;blühen;b l y: @ n;;;;;;;
2072132;1322;42;l;;blühen;b l y: @ n;;;;;;;
2073455;3527;42;y:;;blühen;b l y: @ n;;;;;;;
2076983;3527;42;@;;blühen;b l y: @ n;;;;;;;
2080511;2204;42;n;;blühen;b l y: @ n;;;;;;;
2082716;3086;43;I;;im;? I m;;;;;;;
2085803;2645;43;m;;im;? I m;;;;;;;
2088449;3527;44;g;;Garten;g a r t @ n;;;;;;;
2091977;9260;44;a;;Garten;g a r t @ n;;;;;;;
2101238;3968;44;r;;Garten;g a r t @ n;;;;;;;
2105207;3968;44;t;;Garten;g a r t @ n;;;;;;;
2109176;2204;44;@;;Garten;g a r t @ n;;;;;;;
2111381;4409;44;n;;Garten;g a r t @ n;;;;;;;
2115791;34838;-1;<p:>;;;;;;;;;;
2150630;1322;45;d;;Die;d i:;;;;;;;
2151953;3527;45;i:;;Die;d i:;;;;;;;
2155481;11024;46;z;;Sicht;z I C t;;;;;;;
2166506;2645;46;I;;Sicht;z I C t;;;;;;;
2169152;7055;46;C;;Sicht;z I C t;;;;;;;
2176208;4409;46;t;;Sicht;z I C t;;;;;;;
2180618;3527;47;v;;war;v a: r;;;;;;;
2184146;4409;47;a:;;war;v a: r;;;;;;;
2188556;1763;47;r;;war;v a: r;;;;;;;
2190320;3527;48;k;;klar;k l a: r;;;;;;;
2193848;1322;48;l;;klar;k l a: r;;;;;;;
2195171;11465;48;a:;;klar;k l a: r;;;;;;;
2206637;1322;48;r;;klar;k l a: r;;;;;;;
2207960;3086;49;a;;am;? a m;;;;;;;
2211047;2204;49;m;;am;? a m;;;;;;;
2213252;2645;50;b;;Berg;b E 6 k;;;;;;;
2215898;2204;50;E;;Berg;b E 6 k;;;;;;;
